MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
4.475,43,5.635658914728682,0.9069767441860465,683,2.647286821705426,37.94,-122.07,2.657
6.0265,32,6.4066985645933014,1,601,2.875598086124402,37.95,-122.09,2.479
6.1922,29,6.7465753424657535,1,2634,2.5772994129158513,37.94,-122.09,2.732
3.2484,16,4.339915373765868,1.0338504936530324,1447,2.0409026798307477,38,-122.04,0.911
3.2,32,5.632958801498128,1.0449438202247192,749,2.805243445692884,37.99,-122.04,1.345
4.125,36,6.26984126984127,1.1224489795918366,1478,3.3514739229024944,37.99,-122.04,1.362
6.1359,16,3.1578947368421053,0.5263157894736842,65,3.4210526315789473,37.97,-122.05,2.5
2.8043,16,5.158227848101266,0.989451476793249,721,1.521097046413502,37.99,-122.06,0.875
1.8229,17,4.903345724907063,1.174721189591078,384,1.4275092936802973,37.99,-122.06,1.375
3.7333,36,6.300254452926208,1.2010178117048347,1213,3.0865139949109417,38,-122.05,1.364
2.3462,16,4.676724137931035,0.9353448275862069,356,1.5344827586206897,38,-122.05,0.75
1.3894,16,2.508298755186722,0.9896265560165975,627,1.3008298755186722,37.98,-122.03,1.563
2.3152,10,3.4055944055944054,1.1048951048951048,631,2.2062937062937062,37.97,-122.04,1.406
5.7295,25,6.032040472175379,0.9797639123102867,1753,2.9561551433389543,38,-122.03,1.783
4.5707,27,5.489795918367347,0.95578231292517,1666,2.8333333333333335,38.01,-122.03,1.759
3.8897,38,5.572916666666667,1.1270833333333334,1378,2.870833333333333,37.99,-122.04,1.399
3.6042,45,5.31214953271028,1.0598130841121496,1261,2.3570093457943924,37.98,-122.03,1.382
4.6375,28,6.281779661016949,1.1292372881355932,1591,3.3707627118644066,38,-122.02,1.782
4.9022,35,5.482332155477032,0.9487632508833922,1614,2.851590106007067,37.99,-122.03,1.693
4.45,37,5.659949622166247,1.0478589420654911,1237,3.115869017632242,37.99,-122.02,1.619
4.59,37,5.014285714285714,0.9342857142857143,882,2.52,37.99,-122.03,1.666
3.4531,44,5.778801843317972,1.1612903225806452,498,2.294930875576037,37.98,-122.03,1.489
3.5179,25,4.96969696969697,1.1313131313131313,777,2.6161616161616164,37.98,-122.01,1.655
4.317,29,5.408108108108108,1.008108108108108,956,2.5837837837837836,37.98,-122.01,1.94
5.1118,32,5.855491329479769,0.976878612716763,436,2.520231213872832,37.98,-122,2.269
5.1021,27,5.779582366589327,0.9930394431554525,1171,2.7169373549883993,37.97,-122,2.028
3.6449,32,5.8828125,1.029296875,1288,2.515625,37.97,-122.01,2.115
2.8456,40,4.869918699186992,1.0867208672086721,756,2.048780487804878,37.98,-122.02,1.655
3.4187,37,4.453172205438066,1.0362537764350452,782,2.3625377643504533,37.98,-122.02,1.617
5.4607,28,6.122913505311077,0.9726858877086495,1881,2.8543247344461307,37.99,-122,1.923
5.0915,31,5.9530791788856305,0.9882697947214076,867,2.5425219941348973,37.98,-122,1.932
4.4536,23,5.7468671679198,1.0300751879699248,969,2.4285714285714284,37.98,-121.99,1.84
6.2135,28,6.408577878103838,0.9661399548532731,1372,3.0970654627539504,37.97,-121.99,2.172
4.9219,35,6.930232558139535,1.1686046511627908,535,3.11046511627907,37.98,-122,1.82
4.525,36,4.590909090909091,0.875,237,2.6931818181818183,37.98,-122,1.613
4.0507,34,4.984126984126984,1.0595238095238095,638,2.5317460317460316,37.98,-122.01,1.61
3.7841,28,5.413105413105413,1.1424501424501425,918,2.6153846153846154,37.99,-122.01,1.449
6.1436,18,7.323529411764706,1.0508021390374331,1072,2.8663101604278074,37.96,-121.95,2.595
6.1168,27,5.712837837837838,0.9763513513513513,807,2.7263513513513513,37.97,-121.97,2.105
5.0092,24,6.487804878048781,0.8926829268292683,656,3.2,37.97,-121.97,2.441
4.7891,28,4.578274760383387,0.9265175718849841,877,2.801916932907348,37.96,-121.97,1.848
5.2145,28,6.807407407407408,1.011111111111111,899,3.3296296296296295,37.96,-121.96,2.292
3.6133,7,5.056213017751479,1.0946745562130178,1583,2.341715976331361,37.95,-121.96,1.961
3.65,22,5.531481481481482,1.0425925925925925,1420,2.6296296296296298,37.96,-121.98,2.041
5.7512,26,7.241758241758242,0.967032967032967,817,2.9926739926739927,37.97,-121.97,2.402
5.9617,26,6.635696821515892,0.9535452322738386,1232,3.0122249388753057,37.97,-121.98,2.311
5.2442,26,6.367441860465116,0.9953488372093023,1316,3.0604651162790697,37.97,-121.98,2.132
5.1333,22,5.955696202531645,1.0738396624472575,1271,2.681434599156118,37.97,-121.99,2.072
4.6071,30,6.114180478821363,1.0847145488029466,1470,2.707182320441989,37.97,-121.99,1.841
3.7,32,4.961651917404129,0.9823008849557522,1980,2.920353982300885,37.96,-122,1.79
4.5833,28,6.292117465224111,1.1020092735703246,2033,3.142194744976816,37.96,-122,1.907
3.0859,13,4.497902097902098,1.06993006993007,1627,2.2755244755244757,37.95,-121.96,1.678
5.431,8,6.424471299093655,1.0709969788519638,1883,2.8444108761329305,37.95,-121.97,2.467
3.1573,12,4.978303747534516,1.106508875739645,2209,2.178500986193294,37.96,-121.98,1.267
7.6166,16,7.210412147505423,1.0390455531453362,1470,3.188720173535792,37.96,-121.99,2.604
5.5872,17,6.469483568075117,0.9929577464788732,1228,2.8826291079812205,37.96,-121.99,2.006
6.7371,14,7.670731707317073,1.0414634146341464,2724,3.321951219512195,37.95,-121.98,2.674
6.7821,16,7.516372795969773,1.022670025188917,1317,3.3173803526448364,37.95,-121.98,2.659
5.3794,34,6.817991631799163,1.0418410041841004,1250,2.6150627615062763,37.97,-122.01,2.062
4,36,5.6298076923076925,1.0480769230769231,1191,2.862980769230769,37.97,-122.02,1.71
3.25,45,4.800595238095238,1.005952380952381,865,2.574404761904762,37.97,-122.03,1.511
2.9861,26,4.31064572425829,1.0924956369982548,1174,2.048865619546248,37.97,-122.04,1.609
2.9915,20,4.3942414174972315,1.0310077519379846,2629,2.91140642303433,37.97,-122.03,1.667
2.9097,16,4.203463203463204,1.0432900432900434,1705,2.4603174603174605,37.96,-122.04,1.063
2.5841,21,3.7146974063400577,1.0599423631123919,3621,2.0870317002881844,37.97,-122.04,1.125
3.1968,39,5.068965517241379,0.9386973180076629,705,2.7011494252873565,37.97,-122.04,1.51
2.2411,20,3.835570469798658,1.1610738255033557,578,1.9395973154362416,37.96,-122.04,1.518
3.8456,35,5.461346633416459,0.9576059850374065,1154,2.8778054862842892,37.96,-122.05,1.598
3.6964,28,4.7896825396825395,1,724,2.873015873015873,37.96,-122.04,1.657
1.837,27,4.152487961476726,1.1701444622792938,1500,2.407704654895666,37.96,-122.04,1.75
3.1838,27,5.061959654178675,1.1397694524495676,1875,2.701729106628242,37.95,-122.05,1.82
5.4482,20,4.5772357723577235,0.8699186991869918,246,2,37.95,-122.05,1.908
6.0901,8,7.5360623781676415,1.050682261208577,1555,3.0311890838206628,37.95,-122.01,2.982
6.6727,25,7.144808743169399,1.005464480874317,935,2.5546448087431695,37.96,-122.02,3.051
2.1083,20,4.2041467304625195,1.10207336523126,1142,1.821371610845295,37.96,-122.03,1.625
3.1719,14,4.590782122905028,1.1075418994413408,1601,2.2360335195530725,37.95,-122.03,2.205
2.4519,25,4.430147058823529,0.9558823529411765,608,2.235294117647059,37.95,-122.02,2.083
4.9485,32,6.167192429022082,0.9873817034700315,804,2.5362776025236595,37.95,-122.03,2.023
5.6642,22,6.940944881889764,1.0039370078740157,1660,3.267716535433071,37.95,-122.02,2.37
4.2569,23,5.643659711075442,1.0609951845906902,1465,2.351524879614767,37.94,-122.02,2.131
6.7061,23,7.4969939879759515,1.0040080160320641,1339,2.6833667334669338,37.94,-122.01,3.223
4.125,19,5.373737373737374,1.0303030303030303,1317,2.217171717171717,37.94,-122.02,2.671
6.0704,26,7.359090909090909,1.018181818181818,706,3.209090909090909,37.94,-122.01,2.68
6.3809,18,7.113013698630137,1.0205479452054795,937,3.208904109589041,37.94,-122.01,2.736
6.8145,9,9.263598326359833,1.0711297071129706,848,3.5481171548117154,37.95,-122,3.392
7.5898,25,7.940119760479042,1.0029940119760479,1062,3.179640718562874,37.93,-122.01,3.302
3.1406,33,5.039634146341464,1.0182926829268293,814,2.481707317073171,37.95,-122.04,1.631
5.6292,24,6.454954954954955,0.9831081081081081,2444,2.7522522522522523,37.94,-122.04,2.314
4.6602,22,5.767123287671233,0.9698630136986301,993,2.7205479452054795,37.94,-122.05,2.278
4.7188,29,6.511278195488722,1.037593984962406,341,2.56390977443609,37.95,-122.04,1.971
2.85,22,4.743354720439964,1.1118240146654446,2804,2.5701191567369386,37.95,-122.05,1.446
5.5777,21,7.51831750339213,1.0529172320217097,2214,3.004070556309362,37.94,-122.03,2.793
6.0918,21,7.661788617886179,1.0146341463414634,1773,2.8829268292682926,37.93,-122.03,3.448
4.0473,5,4.851305334846765,1.3087400681044268,1503,1.706015891032917,37.93,-122.05,2.665
4.45,15,5.047218628719276,1.036869340232859,2957,1.9126778783958602,37.93,-122.05,1.849
4.7094,14,5.2707296849087895,1.060530679933665,4741,1.9655887230514095,37.92,-122.05,2.347
7.4713,26,7.982704402515723,1.0062893081761006,1872,2.943396226415094,37.92,-122.02,3.512
6.5847,23,8.442748091603054,1.0381679389312977,1124,2.8600508905852418,37.92,-122.03,3.588
7.6877,21,8.279737489745694,1.041017227235439,3645,2.9901558654634948,37.91,-122.01,3.677
5.0362,29,6.110112359550562,0.9786516853932584,2310,2.595505617977528,37.91,-122.03,2.753
4.1612,15,4.187111801242236,1.1040372670807452,2133,1.656055900621118,37.91,-122.06,2.328
2.6998,25,3.7767052767052767,1.0842985842985844,2669,1.7175032175032174,37.9,-122.06,2.161
3.1002,21,3.4190672153635115,1.0905349794238683,2575,1.7661179698216736,37.89,-122.06,1.143
5.0255,45,6.487394957983193,1.0252100840336134,614,2.5798319327731094,37.93,-122.07,2.26
3.7433,25,5.025122121423587,1.0614096301465457,3264,2.277739009071877,37.93,-122.07,2.521
4.4312,26,5.6608187134502925,1.0804093567251463,1629,2.3815789473684212,37.92,-122.07,2.25
4.4561,28,5.464367816091954,1.07816091954023,1068,2.4551724137931035,37.92,-122.08,2.5
6.195,26,6.324817518248175,0.9671532846715328,796,2.9051094890510947,37.92,-122.08,2.649
5.0391,28,5.867796610169491,1,810,2.7457627118644066,37.91,-122.07,2.598
3.6833,33,6.102362204724409,1.0905511811023623,638,2.5118110236220472,37.91,-122.07,2.925
5.0499,32,6.213872832369942,0.9826589595375722,486,2.8092485549132946,37.9,-122.08,3.068
7.0895,18,6.939130434782609,1.0543478260869565,3486,2.526086956521739,37.91,-122.09,3.069
4.3864,28,5.08955223880597,1.1134328358208956,1428,2.1313432835820896,37.89,-122.07,2.668
6.2924,39,6.171779141104294,1.0245398773006136,1223,2.5010224948875255,37.89,-122.08,2.839
5.1097,29,5.55510752688172,1.0349462365591398,1691,2.2728494623655915,37.9,-122.08,2.88
5.5636,38,6.291176470588235,1.0088235294117647,809,2.3794117647058823,37.89,-122.07,2.688
5.6558,38,6.154471544715447,1.008130081300813,319,2.5934959349593494,37.89,-122.07,2.633
6.5378,34,6.696078431372549,0.9845938375350141,1879,2.6316526610644257,37.88,-122.06,3.409
6.7192,30,7.130434782608695,1.0217391304347827,847,2.630434782608696,37.87,-122.05,3.975
2.9526,24,4.725085910652921,1.168384879725086,1699,1.9461626575028637,37.9,-122.05,2.71
4.6528,32,5.657505285412262,1.0232558139534884,986,2.0845665961945032,37.9,-122.05,3.357
4.2625,37,5.925795053003534,0.950530035335689,689,2.4346289752650176,37.89,-122.05,3.106
7.5349,33,7.002890173410405,0.930635838150289,998,2.884393063583815,37.89,-122.04,3.491
4.8088,32,5.285546415981199,1.0129259694477086,1818,2.136310223266745,37.9,-122.05,3.212
5.6986,20,5.677050882658359,1.0841121495327102,2310,2.398753894080997,37.9,-122.04,2.758
7.5,29,8.160668380462726,1.1028277634961439,2450,3.1491002570694087,37.89,-122.02,3.562
4.6424,32,5.834829443447037,0.9874326750448833,1230,2.208258527827648,37.88,-122.04,3.127
6.112,29,6.692477876106195,1.0553097345132743,1035,2.2898230088495577,37.86,-122.03,3.906
9.5862,27,7.935611038107753,1.0249671484888305,2181,2.865965834428384,37.85,-122.04,4.694
6.2726,22,6.827586206896552,1.0034482758620689,861,2.9689655172413794,37.73,-121.94,2.582
6.1265,22,6.759557344064386,1.0744466800804828,2843,2.8601609657947686,37.73,-121.94,2.603
6.2048,23,7.304843304843305,0.9886039886039886,1043,2.9715099715099713,37.73,-121.93,2.75
3.375,8,3.7098214285714284,1.03125,404,1.8035714285714286,37.73,-121.93,3.5
6.3325,19,6.748502994011976,1.0179640718562875,518,3.1017964071856285,37.74,-121.95,2.5
6.2631,19,7.03690036900369,1.029520295202952,2653,3.2632226322263223,37.74,-121.95,2.66
6.2781,17,6.787798408488063,0.9814323607427056,1238,3.283819628647215,37.75,-121.94,2.698
2.4821,24,4.769491525423729,1.1084745762711865,501,1.6983050847457628,37.73,-121.92,1.572
6.8806,16,8.27363184079602,1.0422885572139304,1272,3.1641791044776117,37.74,-121.93,3.435
6.6204,16,6.729303547963206,0.9658344283837057,2464,3.23784494086728,37.75,-121.94,2.961
6.6131,17,7.358344113842174,1.0659767141009056,2111,2.7309184993531694,37.79,-121.97,3.125
7.6473,17,7.891764705882353,0.9929411764705882,1457,3.428235294117647,37.8,-121.98,3.458
8.155,16,7.282798833819242,0.9620991253644315,1027,2.9941690962099123,37.8,-121.98,3.437
5.5921,18,7.803763440860215,1.0403225806451613,1127,3.0295698924731185,37.81,-121.98,3.591
8.3188,12,8.481045751633987,1.0169934640522875,2404,3.142483660130719,37.81,-121.96,4.034
7.9168,17,8.606299212598426,1.0971128608923884,1222,3.2073490813648293,37.8,-121.97,3.56
7.8287,8,7.290032154340836,1.0655948553054662,4089,2.629581993569132,37.8,-121.94,3.692
6.7857,16,7.730538922155689,0.9660678642714571,1451,2.8962075848303392,37.79,-121.97,3.413
6.3942,4,5.681271810779372,1.0957735556417216,5613,2.1764249709189607,37.78,-121.95,3.567
9.7037,8,8.94675925925926,1.0717592592592593,1548,3.5833333333333335,37.76,-121.96,4.251
4.6932,4,5.2601377199693955,1.1009946442234124,2889,2.2104055087987757,37.76,-121.94,3.561
10.3345,5,8.74031007751938,1.0426356589147288,876,3.395348837209302,37.76,-121.93,4.614
12.5915,8,10.511627906976743,1.186046511627907,140,3.255813953488372,37.74,-121.92,4.324
3.1591,2,4.63265306122449,0.7142857142857143,114,2.326530612244898,37.78,-121.93,4.347
15.0001,2,22.22222222222222,2.2222222222222223,25,2.7777777777777777,37.74,-121.96,3.5
6.7027,8,6.601410934744268,1.0246913580246915,1633,2.880070546737213,37.76,-121.97,3.819
7.2216,13,7.646251319957761,1.0633579725448785,3221,3.4012671594508976,37.77,-121.97,3.246
7.9393,8,6.870503597122302,0.9328537170263789,1376,3.2997601918465227,37.74,-121.98,3.993
7.7072,34,7.144486692015209,1.0076045627376427,729,2.7718631178707223,37.84,-122.02,4.438
6.5617,30,7.200367647058823,1.0091911764705883,1330,2.4448529411764706,37.83,-122.01,3.866
4.6042,20,5.106481481481482,1.0601851851851851,926,2.1435185185185186,37.82,-122,2.564
3.375,22,4.639405204460966,1.0074349442379182,579,2.1524163568773234,37.82,-121.99,2
9.8708,24,8.377464788732395,1.0394366197183098,1997,2.812676056338028,37.83,-122.03,5.00001
5.1755,14,6.38646967340591,1.0606531881804044,3283,2.552877138413686,37.77,-121.99,2.948
4.9018,17,6.2,1.1066666666666667,146,1.9466666666666668,37.81,-121.99,1.885
7.6518,11,6.919642857142857,1.0122767857142858,2286,2.5513392857142856,37.8,-122.02,3.593
8.2673,21,7.539614561027837,0.9571734475374732,1396,2.9892933618843682,37.87,-122.03,3.587
7.3732,16,7.199524940617577,1.0403800475059382,1087,2.5819477434679334,37.88,-122.02,2.873
8.4352,14,8.106100795755967,0.9787798408488063,1209,3.206896551724138,37.87,-122.02,4.414
7.2655,25,7.98936170212766,1.0452127659574468,1145,3.0452127659574466,37.86,-122.03,4.94
10.7372,18,9.016112789526687,1.081570996978852,3011,3.0322255790533736,37.86,-122,5.00001
13.4883,4,8.434426229508198,1.0327868852459017,416,3.4098360655737703,37.87,-121.97,5.00001
7.5139,29,7.931071049840933,1.0360551431601273,2744,2.9098621420996817,37.84,-121.96,3.982
9.5271,16,8.459251101321586,1.0418502202643172,2777,3.0583700440528636,37.84,-122,5.00001
12.2478,10,8.186224489795919,0.9668367346938775,1199,3.058673469387755,37.85,-121.96,5.00001
8.0839,16,7.421717171717172,0.9595959595959596,1177,2.9722222222222223,37.83,-121.99,3.72
8.003,18,7.812339331619537,1.069408740359897,3280,2.810625535561268,37.82,-121.98,3.513
9.0776,5,7.9140022050716645,0.9900771775082691,2823,3.1124586549062845,37.81,-121.95,4.504
8.039,20,7.432314410480349,1.0363901018922852,4083,2.9716157205240177,37.93,-122.1,3.822
10.4549,22,8.388135593220339,1.0610169491525423,1850,3.135593220338983,37.94,-122.12,5.00001
6.5095,38,6.080882352941177,1.0588235294117647,368,2.7058823529411766,37.9,-122.1,2.944
10.3224,32,7.83879781420765,1.0191256830601092,2099,2.8674863387978142,37.9,-122.14,5.00001
8.3678,34,7.860304287690179,1.0442600276625174,1962,2.7136929460580914,37.91,-122.12,4.553
6.8686,35,6.666666666666667,1.053030303030303,352,2.6666666666666665,37.89,-122.09,4.065
5.2079,21,5.46089850249584,1.086522462562396,1398,2.3261231281198005,37.89,-122.1,3.103
4.3235,32,4.821138211382114,1.048780487804878,1067,2.1686991869918697,37.89,-122.11,2.795
6.4666,37,6.608910891089109,1.0132013201320131,1602,2.6435643564356437,37.88,-122.11,3.482
8.0448,35,7.672176308539945,0.9972451790633609,1001,2.757575757575758,37.88,-122.12,4.333
4.125,30,4.7178362573099415,1.0716374269005848,1260,1.8421052631578947,37.89,-122.12,2.571
2.7411,27,4.402366863905326,1.2662721893491125,295,1.7455621301775148,37.89,-122.13,3.5
10.3713,18,7.9475982532751095,0.9606986899563319,728,3.1790393013100435,37.87,-122.13,4.261
6.2275,34,6.215302491103203,0.9750889679715302,2865,2.548932384341637,37.88,-122.14,3.944
3.5536,11,4.079545454545454,1.2045454545454546,590,2.234848484848485,37.88,-122.07,3.872
2.3971,24,7.003401360544218,1.5714285714285714,410,1.3945578231292517,37.88,-122.08,0.994
2.933,26,4.707667731629393,1.0335463258785942,825,1.317891373801917,37.88,-122.08,0.85
2.9167,24,4.766718506998445,1.0567651632970452,1750,1.3608087091757388,37.87,-122.08,1.027
3.6437,17,5.158730158730159,1.0738440303657695,2092,1.4437543133195307,37.85,-122.06,1.865
3.12,23,5.366492146596858,1.0732984293193717,263,1.3769633507853403,37.86,-122.07,1.55
4.4551,16,5.260649087221095,1.028397565922921,1512,1.5334685598377282,37.86,-122.06,2.524
3.5893,17,5.298076923076923,1.0769230769230769,317,1.5240384615384615,37.86,-122.07,2.063
2.4896,26,4.529190207156309,1.0621468926553672,680,1.28060263653484,37.87,-122.08,0.734
7.2315,35,7.158607350096712,1.0212765957446808,1511,2.9226305609284333,37.88,-122.1,3.671
7.6202,27,7.1220779220779225,0.987012987012987,2212,2.8727272727272726,37.86,-122.09,4.026
6.5814,33,7.435448577680525,1.0940919037199124,1351,2.9562363238512037,37.87,-122.11,3.142
8.0074,18,7.993911719939117,1.0441400304414004,1870,2.8462709284627095,37.85,-122.12,4.541
11.7064,17,9.361702127659575,1.127659574468085,1722,12.212765957446809,37.84,-122.08,5.00001
7.6717,26,8.1285140562249,1.0301204819277108,1486,2.9839357429718874,37.81,-122.12,4.165
6.6657,26,7.2492012779552715,1.012779552715655,918,2.9329073482428116,37.82,-122.12,3.645
7.203,19,7.205056179775281,1.0407303370786516,1887,2.6502808988764044,37.83,-122.11,3.699
11.3421,4,8.115079365079366,0.9404761904761905,830,3.2936507936507935,37.82,-122.08,5.00001
4.5744,20,5.434706397896582,1.0359333917616127,2415,2.1165644171779143,37.86,-122.14,3.14
7.3267,27,7.208037825059102,1.0055161544523246,3371,2.656422379826635,37.85,-122.14,3.899
5.6349,24,5.71313672922252,0.9195710455764075,874,2.3431635388739944,37.84,-122.14,3.556
7.52,16,7.070769230769231,1.0846153846153845,1480,2.276923076923077,37.83,-122.16,3.702
8.1586,36,6.954451345755694,1.020703933747412,1298,2.6873706004140785,37.86,-122.16,4.043
4.9,36,4.479338842975206,0.9834710743801653,231,1.9090909090909092,37.88,-122.18,3.542
8.9571,33,7.210696920583469,1.0307941653160453,1684,2.7293354943273904,37.86,-122.18,3.997
8.7589,32,6.895348837209302,0.9341085271317829,721,2.794573643410853,37.89,-122.16,4.345
7.6917,32,7.179841897233201,1.0039525691699605,1393,2.7529644268774702,37.88,-122.17,4.018
7.6107,33,7.554166666666666,1.0458333333333334,1348,2.808333333333333,37.88,-122.17,4.232
6.917,38,6.890710382513661,0.9672131147540983,472,2.579234972677596,37.87,-122.17,4.38
2.4444,20,6.333333333333333,0.8666666666666667,31,2.066666666666667,37.88,-122.22,4.75
7.3195,37,7.506769825918762,1.0831721470019342,1315,2.5435203094777563,37.89,-122.2,3.675
7.7736,36,6.870967741935484,1.032258064516129,398,2.567741935483871,37.88,-122.2,3.781
10.9405,31,8.540925266903914,1.0391459074733096,2428,2.8801897983392646,37.91,-122.18,5.00001
10.3416,36,7.525,1.025,740,2.642857142857143,37.9,-122.2,5.00001
9.0064,36,8.321678321678322,1.0664335664335665,1511,2.6416083916083917,37.9,-122.18,5.00001
8.1489,18,6.600817438692098,1.0013623978201636,1634,2.226158038147139,37.89,-122.18,4.99
5.2699,8,7.386811023622047,1.0718503937007875,3325,3.2726377952755907,37.98,-121.84,2.042
6.4753,8,7.841584158415841,1.1683168316831682,615,3.0445544554455446,37.97,-121.81,1.668
5.5601,4,7.220008478168715,1.079270877490462,7653,3.2441712590080543,37.97,-121.78,2.137
2.875,17,4.821276595744681,1.0382978723404255,716,3.046808510638298,37.95,-121.83,1.625
10.5815,11,8.465671641791046,1.1134328358208956,959,2.8626865671641792,37.83,-121.94,5.00001
13.2949,4,9.104216388225934,1.0779634049323787,3898,3.1010342084327767,37.82,-121.89,5.00001
13.1499,7,8.802531645569621,1.0531645569620254,1216,3.078481012658228,37.81,-121.91,5.00001
8.3209,12,7.586151368760064,1.0611916264090178,2089,3.363929146537842,37.81,-121.82,4.854
2.9591,2,4.482808022922636,1.012893982808023,1606,2.3008595988538683,37.99,-121.96,2.101
5.1582,26,6.155688622754491,1.0079840319361277,1557,3.1077844311377247,37.94,-121.96,1.947
4.1483,25,5.678420310296191,1.1156558533145275,1850,2.609308885754584,37.95,-121.96,1.812
6.8642,21,7.315545243619489,0.9535962877030162,1318,3.0580046403712298,37.94,-121.95,2.854
6.6134,4,6.560728744939271,0.9392712550607287,1552,3.1417004048582995,37.93,-121.97,3.07
8.3956,18,8.332344213649852,1,1038,3.080118694362018,37.92,-122.01,3.536
8.1163,16,7.8982035928143715,1.032934131736527,1055,3.158682634730539,37.92,-122.01,3.658
9.0243,14,7.876106194690266,0.9911504424778761,764,3.3805309734513274,37.92,-121.99,4.277
7.3445,13,7.8977272727272725,1.106060606060606,852,3.227272727272727,37.89,-121.93,3.667
5.2798,14,6.355184743742551,1.0536352800953517,2093,2.494636471990465,37.96,-121.92,2.374
7.1978,18,7.34393063583815,1.0260115606936415,986,2.8497109826589595,37.95,-121.94,2.88
8.7059,13,7.419354838709677,0.9124423963133641,703,3.23963133640553,37.93,-121.91,3.294
6.2296,26,7.216666666666667,0.9666666666666667,533,2.9611111111111112,37.94,-121.94,2.917
7.5695,16,7.992990654205608,0.9976635514018691,1341,3.133177570093458,37.93,-121.94,3.204
6.299,16,7.628647214854111,1.0371352785145889,1089,2.8885941644562334,37.93,-121.93,2.869
6.6049,16,8.853061224489796,1.0693877551020408,877,3.5795918367346937,37.93,-121.93,3.126
5.9346,27,6.707762557077626,0.9863013698630136,578,2.6392694063926943,37.94,-121.95,2.536
5.7001,16,6.7781954887218046,1.0037593984962405,946,3.556390977443609,38.02,-122.25,2.051
5.6293,15,6.4192307692307695,1.023076923076923,1834,3.526923076923077,38.03,-122.25,1.976
6.0224,15,6.635802469135802,1.0092592592592593,1094,3.376543209876543,38.02,-122.21,1.985
6.7741,9,6.922063666300768,1.0559824368825466,2581,2.8331503841931944,37.96,-122.2,3.107
3.125,52,5.252918287937743,1.0350194552529184,490,1.906614785992218,38.06,-122.23,1.711
2.5517,52,5.845117845117845,1.2053872053872055,638,2.1481481481481484,38.05,-122.23,1.471
3.6154,52,5.616016427104722,1.1478439425051334,1076,2.209445585215606,38.06,-122.21,1.557
5.6022,31,6.219712525667351,1.0266940451745379,1236,2.537987679671458,38.04,-122.2,1.97
4.4474,25,6.342776203966006,1.0226628895184136,928,2.6288951841359776,38.03,-122.26,2.037
2.3103,47,4.529569892473118,1.0887096774193548,835,2.2446236559139785,38.04,-122.27,1.345
3.9345,41,5.663194444444445,0.9791666666666666,752,2.611111111111111,38.03,-122.26,1.502
2.694,41,5.233333333333333,1.1229166666666666,1179,2.45625,38.04,-122.26,1.23
1.6767,30,4.087947882736156,0.9674267100977199,779,2.537459283387622,38.05,-122.25,1.477
5.0969,4,5.729942693409742,1.1540114613180517,3596,2.5759312320916905,38.06,-122.32,1.742
3.4471,26,5.599520383693045,0.9904076738609112,980,2.3501199040767387,38,-122.28,1.789
4.025,16,4.90748031496063,1.063976377952756,2805,2.7608267716535435,38,-122.29,1.732
4.3173,32,5.850948509485095,1.065040650406504,981,2.658536585365854,38.03,-122.36,1.754
4.4394,34,5.020527859237537,0.9296187683284457,956,2.803519061583578,38,-122.3,1.62
4.621,26,5.900473933649289,1.0126382306477093,1708,2.69826224328594,38,-122.31,1.911
3.2759,18,5.340673575129534,1.1321243523316062,1895,2.454663212435233,38.01,-122.31,1.95
4.375,28,6.656742556917688,1.0893169877408055,1654,2.8966725043782837,37.99,-122.28,1.933
5.1178,28,5.839541547277937,0.9426934097421203,947,2.713467048710602,37.98,-122.26,1.98
5.8899,16,6.787586206896552,1.016551724137931,2312,3.188965517241379,37.99,-122.27,2.432
6.0289,23,7.289029535864979,1.010548523206751,1375,2.9008438818565403,37.98,-122.27,2.186
5.0473,5,5.371508379888268,1.0977653631284916,2053,2.86731843575419,38.02,-122.26,1.848
5.7862,11,6.758558558558558,1.018018018018018,1949,3.511711711711712,38.01,-122.24,2.694
6.0102,16,6.7882736156351795,1.0260586319218241,1154,3.758957654723127,38.01,-122.24,2.356
6.5006,16,7.445,1.0275,1531,3.8275,38,-122.25,2.377
4.2269,14,5.874371859296482,0.9824120603015075,1003,2.520100502512563,38,-122.26,1.705
5.2375,6,7.450549450549451,1.1428571428571428,318,3.4945054945054945,38,-122.26,2.464
5.8418,15,6.831460674157303,0.9325842696629213,572,3.2134831460674156,38,-122.27,2.403
6.1576,12,6.832618025751073,1.03862660944206,969,4.1587982832618025,38,-122.27,2.487
6.2073,5,7.184633027522936,1.0412844036697249,3326,3.8142201834862384,38,-122.26,2.729
5.1046,27,6.094285714285714,0.9914285714285714,850,2.4285714285714284,37.98,-122.29,2.098
5.5,35,5.981060606060606,0.9204545454545454,734,2.7803030303030303,37.96,-122.28,2.01
6.0666,10,6.526518391787853,0.9730538922155688,7266,3.1077844311377247,37.97,-122.27,2.724
3.6393,30,5.612813370473537,1.075208913649025,1777,2.4749303621169916,37.97,-122.3,1.84
3.5353,34,6.314159292035399,1.168141592920354,1211,2.6792035398230087,37.97,-122.3,1.647
4.4911,20,5.906896551724138,1.089655172413793,1512,2.606896551724138,37.97,-122.29,2.274
3.375,35,5.326470588235294,1.1088235294117648,911,2.679411764705882,37.97,-122.3,1.497
4.4387,20,5.563876651982379,1.0469897209985315,3637,2.670337738619677,37.94,-122.29,1.9
